Country,Number_of_Bags,Harvest_Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Bag Weight,Colors,quality_score,Variety,Processing Method
brazil,320,2015,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58,83.08,0.11,0,2,bluish-green,2,905,905,905,60,bluish-green,83.08,Yellow Bourbon,Pulped natural / honey
brazil,320,2015,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,7.92,83.08,0,0,0,green,3,1,1,1,2,green,83.08,Yellow Bourbon,Natural / Dry
taiwan,20,2015,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,7.75,83.08,0,0,0,green,0,700,800,750,60,green,83.08,Typica,Natural / Dry
brazil,300,2015,7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,83.08,0.11,0,0,green,13,others,others,others,60,green,83.08,Mundo Novo,Natural / Dry
brazil,300,2014,7.58,7.83,7.67,7.42,7.42,7.5,10,10,10,7.67,83.08,0,0,0,green,1,1200,1200,1200,2,green,83.08,Bourbon,Washed / Wet
costa rica,250,2014,7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,7.5,83.08,0.1,0,0,green,3,1200,1400,1300,1,green,83.08,Catuai,Washed / Wet
united states (hawaii),16,2013,7.33,7.75,7.58,7.33,7.83,7.67,10,10,10,7.58,83.08,0.12,0,0,bluish-green,8,others,others,others,100,bluish-green,83.08,Hawaiian Kona,Natural / Dry
taiwan,50,2013,7.75,7.75,7.5,7.5,7.5,7.5,10,10,10,7.58,83.08,0.11,0,0,others,0,1300,1300,1300,30,bluish-green,83.08,Typica,Other
united states (hawaii),6,2012,7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,7.5,83.08,0.1,0,0,bluish-green,0,others,others,others,100,bluish-green,83.08,Hawaiian Kona,Natural / Dry
mexico,10,2012,7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,7.5,83.08,0.1,0,0,others,1,1400,1400,1400,1,bluish-green,83.08,Other,Washed / Wet
united states (hawaii),7,2012,7.67,7.58,7.5,7.67,7.92,8,9.33,9.33,10,8.08,83.08,0,1,0,others,4,others,others,others,100,bluish-green,83.08,Hawaiian Kona,Natural / Dry
united states (hawaii),6,2012,7.33,7.58,7.58,7.92,7.67,7.58,10,10,10,7.42,83.08,0.12,0,0,green,0,others,others,others,100,green,83.08,Hawaiian Kona,Washed / Wet
colombia,275,others,7.33,7.33,7.33,7.58,7.25,8.08,10,10,10,8.17,83.08,0.01,0,0,others,0,1600,1950,1775,70,bluish-green,83.08,Caturra,Other
colombia,250,others,7.83,7.75,7.33,7.25,7.42,7.92,10,10,10,7.58,83.08,0.08,1,0,others,3,1880,1880,1880,70,bluish-green,83.08,,Other
indonesia,10,2010,7.67,7.58,7.5,7.58,7.67,7.58,10,10,10,7.5,83.08,0,0,0,others,0,1300,1400,1350,60,bluish-green,83.08,,Other
guatemala,275,others,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10,10,7.75,83.08,0.02,0,0,others,1,others,others,others,69,bluish-green,83.08,,Other
brazil,320,2017,7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,7.5,83,0,0,0,green,4,890,890,890,60,green,83,Bourbon,Natural / Dry
brazil,320,2016,7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,7.58,83,0.11,0,3,green,5,894,894,894,60,green,83,Bourbon,Natural / Dry
brazil,320,2016,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58,83,0.11,0,2,bluish-green,3,872,872,872,60,bluish-green,83,Bourbon,Natural / Dry
uganda,310,2015,7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,7.58,83,0.12,0,0,green,6,1473,1473,1473,60,green,83,Bourbon,Washed / Wet
uganda,325,2015,7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,7.67,83,0.12,0,5,green,8,1645,1645,1645,60,green,83,Bourbon,Natural / Dry
colombia,25,2016,7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,7.58,83,0.11,0,0,green,4,442,442,442,70,green,83,,Other
vietnam,2,2014,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10,10,8,83,0,0,0,green,0,1550,1550,1550,2,green,83,Caturra,Other
guatemala,275,2015,7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,7.42,83,0.11,0,0,green,3,1300,1800,1550,69,green,83,Catuai,Washed / Wet
guatemala,200,2015,7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,83,0.11,0,0,green,2,1371.6,1371.6,1371.6,69,green,83,Catuai,Washed / Wet
guatemala,250,2015,7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,7.33,83,0.11,0,0,green,2,1500,1500,1500,69,green,83,Bourbon,Washed / Wet
brazil,305,2014,7.67,7.67,7.67,7.5,7.42,7.5,10,10,10,7.58,83,0,0,0,green,0,900,1100,1000,2,green,83,Catuai,Natural / Dry
taiwan,10,2014,7.92,7.92,7.83,7.58,7.33,7.25,10,10,10,7.17,83,0.08,0,0,green,0,1200,1200,1200,60,green,83,Typica,Washed / Wet
uganda,300,2013,7.83,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5,83,0.12,0,0,green,0,1800,1800,1800,60,green,83,SL14,Washed / Wet
united states (puerto rico),17,2013,7.67,7.5,7.67,7.83,7.75,7.83,10,10,9.33,7.42,83,0,0,0,bluish-green,0,853.44,853.44,853.44,5,bluish-green,83,Other,Washed / Wet
guatemala,26,2014,7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42,83,0.1,1,0,green,0,1500,1500,1500,69,green,83,Bourbon,Washed / Wet
costa rica,250,2013,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7.67,83,0.11,0,0,green,3,1100,1300,1200,1,green,83,Catuai,Washed / Wet
brazil,250,2013,7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,7.5,83,0.12,0,0,bluish-green,4,1250,1250,1250,2,bluish-green,83,Yellow Bourbon,Semi-washed / Semi-pulped
colombia,120,2013,7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,8.25,83,0.11,1,0,green,1,1600,1950,1775,70,green,83,Caturra,Washed / Wet
colombia,250,2013,7.83,7.5,7.58,7.33,7.5,7.67,10,10,10,7.58,83,0,0,0,green,0,1750,1750,1750,70,green,83,Caturra,Washed / Wet
colombia,250,2013,7.33,7.67,7.75,7.42,7.75,7.58,10,10,10,7.5,83,0.11,0,0,green,1,1000,1000,1000,70,green,83,Caturra,Natural / Dry
colombia,250,2013,7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,7.58,83,0,0,0,green,2,1000,1000,1000,70,green,83,Caturra,Natural / Dry
colombia,275,2012,7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,7.67,83,0.11,1,0,green,2,1600,1950,1775,70,green,83,Caturra,Washed / Wet
mexico,15,2012,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58,83,0.11,0,0,green,20,750,750,750,1,green,83,Typica,Washed / Wet
mexico,20,2012,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,7.83,83,0.11,0,0,green,7,1200,1200,1200,1,green,83,Typica,Semi-washed / Semi-pulped
mexico,250,2012,7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,7.67,83,0.11,5,0,green,8,1200,1200,1200,1,green,83,Bourbon,Washed / Wet
colombia,250,2012,7.67,7.58,7.5,7.5,7.75,7.5,10,10,10,7.5,83,0,1,0,others,4,others,others,others,70,bluish-green,83,Arusha,Natural / Dry
colombia,250,2012,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,7.58,83,0,0,0,green,4,1500,1750,1625,70,green,83,Caturra,Washed / Wet
colombia,250,2012,7.67,7.58,7.58,7.58,7.67,7.42,10,10,10,7.5,83,0.11,0,0,green,0,1750,1750,1750,70,green,83,Caturra,Washed / Wet
guatemala,275,2012,7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,83,0.1,0,0,green,2,1371.6,1371.6,1371.6,1,green,83,Bourbon,Washed / Wet
colombia,121,2011,7.67,7.67,7.58,7.5,7.67,7.42,10,10,10,7.5,83,0.12,0,0,bluish-green,0,1600,1950,1775,1,bluish-green,83,Caturra,Washed / Wet
thailand,1,2011,7.33,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,83,0.28,0,0,others,0,others,others,others,60,bluish-green,83,,Other
colombia,300,others,7.33,7.67,7.58,7.33,7.58,7.92,10,10,10,7.58,83,0.08,0,0,others,1,1050,1850,1450,70,bluish-green,83,,Other
united states (hawaii),23,others,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,8.08,83,0,0,0,others,0,others,others,others,100,bluish-green,83,,Other
united states (hawaii),5,others,7.5,7.58,7.42,7.58,7.58,7.67,10,10,10,7.67,83,0,0,0,others,1,others,others,others,100,bluish-green,83,,Other
colombia,250,2018,7.5,7.58,7.67,7.67,7.58,7.58,10,10,10,7.42,83,0.06,0,0,others,2,1800,1800,1800,70,bluish-green,83,,Other
nicaragua,2,2009,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,7.92,83,0.07,0,0,others,0,others,others,others,6,bluish-green,83,Caturra,Other
thailand,1,others,7.5,7.25,7.42,7.75,8.17,7.5,10,10,10,7.42,83,0,0,0,others,0,others,others,others,1,bluish-green,83,,Other
brazil,320,2017,7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,7.5,82.92,0,0,0,green,0,890,890,890,60,green,82.92,Bourbon,Natural / Dry
el salvador,100,2017,7.5,7.5,7.75,7.58,7.92,7.83,10,10,9.33,7.5,82.92,0,0,0,green,1,1350,1350,1350,69,green,82.92,Bourbon,Washed / Wet
colombia,129,2017,7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,7.58,82.92,0.11,0,0,green,1,1500,1500,1500,70,green,82.92,Caturra,Washed / Wet
taiwan,10,2016,7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,7.75,82.92,0.09,31,0,green,0,350,350,350,20,green,82.92,Caturra,Natural / Dry
ethiopia,250,2016,7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,7.58,82.92,0,1,0,bluish-green,20,2000,2000,2000,60,bluish-green,82.92,Ethiopian Heirlooms,Washed / Wet
taiwan,11,2014,7.5,7.58,7.67,7.33,7.5,7.75,10,10,10,7.58,82.92,0,0,0,green,9,775,775,775,2,green,82.92,Typica,Natural / Dry
philippines,250,2015,7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,7.5,82.92,0.11,0,0,bluish-green,1,1200,1200,1200,2,bluish-green,82.92,Other,Washed / Wet
philippines,4,2014,8.08,7.5,7.67,7.42,7.33,7.5,10,10,10,7.42,82.92,0,0,0,bluish-green,0,1600,1600,1600,2,bluish-green,82.92,Other,Washed / Wet
mexico,11,2015,7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,7.58,82.92,0.13,0,0,bluish-green,3,1059,1059,1059,2,bluish-green,82.92,Typica,Natural / Dry
mexico,275,2015,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,82.92,0.12,2,0,bluish-green,8,1300,1300,1300,2,bluish-green,82.92,Bourbon,Washed / Wet
brazil,300,2014,7.08,7.5,7.5,7.83,7.75,7.67,10,10,10,7.58,82.92,0.11,0,0,green,16,11000,11000,11000,2,green,82.92,Moka Peaberry,Semi-washed / Semi-pulped
uganda,1,2013,8,7.5,7.5,7.58,7.33,7.42,10,10,10,7.58,82.92,0.12,0,0,green,0,1400,1900,1650,60,green,82.92,SL14,Washed / Wet
uganda,1,2013,7.75,7.58,7.58,7.5,7.5,7.5,10,10,10,7.5,82.92,0.12,0,0,green,4,1400,1400,1400,60,green,82.92,SL14,Washed / Wet
guatemala,250,2014,7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,7.5,82.92,0.1,0,0,green,1,1500,1500,1500,69,green,82.92,Bourbon,Washed / Wet
guatemala,26,2014,7.67,7.83,7.42,7.5,7.33,7.5,10,10,10,7.67,82.92,0.1,0,0,green,2,1500,1500,1500,69,green,82.92,Caturra,Natural / Dry
guatemala,1,2012,7.58,7.58,7.25,7.58,7.58,7.58,10,10,10,7.75,82.92,0.1,0,0,green,4,others,others,others,2,green,82.92,,Washed / Wet
colombia,250,2013,7.58,7.5,7.75,7.33,7.58,7.58,10,10,10,7.58,82.92,0.11,0,0,green,2,1800,2000,1900,70,green,82.92,Caturra,Washed / Wet
colombia,250,2013,7.75,7.5,7.25,7.5,7.75,7.5,10,10,10,7.67,82.92,0,0,0,bluish-green,0,1750,1750,1750,70,bluish-green,82.92,Caturra,Natural / Dry
guatemala,250,2013,7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,7.5,82.92,0.11,0,0,green,2,1658.112,1755.648,1706.88,69,green,82.92,Bourbon,Washed / Wet
colombia,250,2013,7.83,7.67,7.42,7.42,7.5,7.58,10,10,10,7.5,82.92,0.11,3,0,green,5,1450,1450,1450,70,green,82.92,Other,Washed / Wet
mexico,15,2012,7.58,7.58,7.33,7.25,7.58,7.75,10,10,10,7.83,82.92,0.1,0,0,green,4,1248,1248,1248,1,green,82.92,Typica,Natural / Dry
vietnam,1,2012,7.67,7.33,7.17,7.58,8.08,7.42,10,10,10,7.67,82.92,0,0,0,others,17,1040,1040,1040,2,bluish-green,82.92,Other,Natural / Dry
mexico,100,2012,8,7.92,7.67,7.17,7.67,7.42,9.33,10,10,7.75,82.92,0.14,1,0,green,4,1400,1400,1400,1,green,82.92,Typica,Washed / Wet
united states (hawaii),8,2012,7.5,7.5,7.5,7.42,7.67,7.83,10,10,10,7.5,82.92,0.1,0,0,green,0,others,others,others,100,green,82.92,Hawaiian Kona,Washed / Wet
colombia,250,others,7.5,7.75,7.33,7.75,7.08,7.83,10,10,10,7.67,82.92,0.15,0,0,others,0,1050,1850,1450,70,bluish-green,82.92,,Other
thailand,2,others,7.42,7.58,7.5,7.17,7.5,8,10,10,10,7.75,82.92,0,0,0,others,0,others,others,others,1,bluish-green,82.92,,Other
kenya,27,2017,7.75,7.58,7.42,7.58,7.5,7.5,10,10,10,7.5,82.83,0.1,0,0,green,3,1754,1754,1754,50,green,82.83,SL28,Washed / Wet
guatemala,50,2017,7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,7.58,82.83,0.11,1,1,green,2,1700,1700,1700,69,green,82.83,Bourbon,Washed / Wet
brazil,320,2015,7.67,7.58,7.58,7.5,7.5,7.42,10,10,10,7.58,82.83,0.11,0,2,bluish-green,2,905,905,905,60,bluish-green,82.83,Yellow Bourbon,Pulped natural / honey
el salvador,275,2016,7.33,7.67,7.67,7.83,7.33,7.67,10,10,10,7.33,82.83,0,0,0,green,4,1250,1250,1250,69,green,82.83,Pacas,Washed / Wet
rwanda,150,2015,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8,82.83,0.11,0,0,bluish-green,0,1900,1900,1900,60,bluish-green,82.83,Bourbon,Washed / Wet
vietnam,3,2014,7.25,7.58,7.5,7.42,7.75,7.42,10,10,10,7.92,82.83,0.11,11,0,green,0,1040,1040,1040,2,green,82.83,Other,Other
guatemala,80,2015,7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,7.5,82.83,0.11,0,0,green,2,1219.2,1219.2,1219.2,69,green,82.83,Bourbon,Washed / Wet
brazil,300,2015,7.58,7.83,7.33,7.67,7.42,7.33,10,10,10,7.67,82.83,0.12,2,0,green,6,900,900,900,60,green,82.83,Catuai,Natural / Dry
colombia,100,2014,7.83,7.67,7.5,7.58,7.5,7.67,10,10,10,7.08,82.83,0,0,0,others,1,1200,2000,1600,24,bluish-green,82.83,Other,Washed / Wet
united states,300,2014,7.42,7.58,7.25,7.5,7.75,7.75,10,10,10,7.58,82.83,0,0,0,others,9,1200,1200,1200,60,bluish-green,82.83,Other,Other
guatemala,250,2014,7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,7.5,82.83,0.1,0,0,green,4,1500,1500,1500,69,green,82.83,Bourbon,Washed / Wet
colombia,40,2013,7.5,7.42,7.58,7.5,7.58,7.58,10,10,10,7.67,82.83,0,4,0,green,4,1800,1800,1800,1,green,82.83,Typica,Natural / Dry
colombia,125,2013,7.83,7.5,7.5,7.42,7.5,7.5,10,10,10,7.58,82.83,0.11,0,0,green,3,1600,1950,1775,70,green,82.83,Caturra,Washed / Wet
"tanzania, united republic of",300,2012,7.67,7.5,7.33,7.25,7.58,7.75,10,10,10,7.75,82.83,0.11,0,0,green,5,1400,1400,1400,2,green,82.83,Arusha,Washed / Wet
mexico,250,2012,7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,7.5,82.83,0.12,2,0,green,10,1550,1550,1550,1,green,82.83,Caturra,Washed / Wet
mexico,250,2012,7.67,7.58,7.42,7.75,7.42,7.42,10,10,10,7.58,82.83,0.12,0,0,bluish-green,7,1250,1250,1250,1,bluish-green,82.83,Bourbon,Washed / Wet
guatemala,250,2012,7.67,7.67,7.33,7.5,7.33,7.92,10,10,10,7.42,82.83,0.11,0,0,green,10,1310.64,1310.64,1310.64,1,green,82.83,Bourbon,Washed / Wet
mexico,250,2012,7.58,7.58,7.5,7.42,7.67,7.58,10,10,10,7.5,82.83,0.11,0,0,others,2,1380,1380,1380,1,bluish-green,82.83,Typica,Washed / Wet
el salvador,250,2010,7.75,7.58,7.75,7.75,7.25,7.5,10,10,10,7.25,82.83,0,1,0,others,3,1200,1200,1200,69,bluish-green,82.83,,Other
guatemala,275,others,7.5,7.58,7.42,7.67,7.58,7.5,10,10,10,7.5,82.75,0.1,0,1,green,3,1100,1100,1100,69,green,82.75,Caturra,Washed / Wet
guatemala,275,2017,7.58,7.67,7.5,7.58,7.5,7.42,10,10,10,7.5,82.75,0.11,0,0,green,8,1800,1800,1800,69,green,82.75,Caturra,Washed / Wet
guatemala,50,2017,7.5,7.67,7.17,7.67,7.67,7.58,10,10,10,7.5,82.75,0.11,0,0,green,4,1700,1700,1700,69,green,82.75,Bourbon,Washed / Wet
guatemala,50,2017,7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,7.58,82.75,0.1,0,0,green,1,1219.2,1219.2,1219.2,69,green,82.75,Bourbon,Washed / Wet
guatemala,25,2017,7.42,7.58,7.42,7.67,7.5,7.5,10,10,10,7.67,82.75,0.1,0,0,green,1,1219.2,1219.2,1219.2,69,green,82.75,Bourbon,Washed / Wet
indonesia,2,2017,7.5,7.58,7.42,7.58,7.58,7.5,10,10,10,7.58,82.75,0.12,0,0,bluish-green,15,1500,1500,1500,1,bluish-green,82.75,Sulawesi,Other
guatemala,25,2017,7.58,7.58,7.33,7.58,7.33,7.67,10,10,10,7.67,82.75,0.12,0,0,green,0,157.8864,157.8864,157.8864,69,green,82.75,Bourbon,Washed / Wet
taiwan,8,2016,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10,10,7.67,82.75,0,0,0,green,0,650,650,650,10,green,82.75,Yellow Bourbon,Natural / Dry
el salvador,275,2017,7.67,7.67,7.17,7.33,7.58,7.67,10,10,10,7.67,82.75,0,0,0,others,4,1250,1250,1250,69,bluish-green,82.75,Bourbon,Washed / Wet
costa rica,250,2016,7.58,7.5,7.42,7.67,7.42,7.5,10,10,10,7.67,82.75,0.09,0,0,bluish-green,1,1850,1850,1850,69,bluish-green,82.75,Caturra,Washed / Wet
honduras,275,2017,7.58,7.5,7.42,7.58,7.5,7.5,10,10,10,7.67,82.75,0.09,0,1,green,6,1400,1400,1400,69,green,82.75,Caturra,Natural / Dry
brazil,320,2015,7.5,7.5,7.58,7.5,7.58,7.58,10,10,10,7.5,82.75,0.11,0,2,bluish-green,1,905,905,905,60,bluish-green,82.75,Yellow Bourbon,Pulped natural / honey
china,3,2015,7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,7.58,82.75,0.1,0,0,green,0,1100,1100,1100,60,green,82.75,Catimor,Natural / Dry
china,3,2015,7.5,7.67,7.42,7.67,7.5,7.5,10,10,10,7.5,82.75,0.11,0,0,green,2,1500,1500,1500,60,green,82.75,Catimor,Washed / Wet
colombia,250,2014,7.5,7.58,7.58,7.75,7.33,7.5,10,10,10,7.5,82.75,0,0,0,bluish-green,2,1600,1950,1775,70,bluish-green,82.75,Caturra,Washed / Wet
malawi,29,2014,7.75,7.58,7.42,7.5,7.33,7.5,10,10,10,7.67,82.75,0.12,0,0,bluish-green,0,1442,1442,1442,60,bluish-green,82.75,Gesha,Washed / Wet
guatemala,250,2014,7.75,7.42,7.25,7.75,7.5,7.67,10,10,10,7.42,82.75,0.13,0,0,green,2,1524,1524,1524,69,green,82.75,Pacas,Washed / Wet
colombia,275,2014,7.67,7.42,7.42,7.58,7.33,7.67,10,10,10,7.67,82.75,0.12,0,0,green,0,165,165,165,1,green,82.75,Typica,Washed / Wet
united states (hawaii),10,2013,7.67,7.58,7.42,7.83,7.33,7.5,10,10,10,7.42,82.75,0.1,6,0,bluish-green,0,others,others,others,80,bluish-green,82.75,Hawaiian Kona,Natural / Dry
united states (hawaii),6,2013,7.58,7.83,7.75,7.75,7.42,8,9.33,9.33,10,7.75,82.75,0.1,0,0,green,0,others,others,others,100,green,82.75,Hawaiian Kona,Natural / Dry
colombia,250,2013,7.58,7.33,7.17,7.33,7.25,8.58,10,10,10,7.5,82.75,0.1,0,0,green,2,1300,1300,1300,1,green,82.75,Caturra,Washed / Wet
mexico,32,2013,7.58,7.58,7.5,7.5,7.5,7.5,10,10,10,7.58,82.75,0.12,0,0,green,6,1550,1550,1550,1,green,82.75,Typica,Washed / Wet
mexico,250,2012,7.58,7.58,7.33,7.75,7.25,7.58,10,10,10,7.67,82.75,0.12,0,0,others,0,1200,1200,1200,1,bluish-green,82.75,Typica,Washed / Wet
mexico,21,2012,8.08,8.17,8,8,7.83,7.92,6.67,10,10,8.08,82.75,0.12,1,0,others,4,1200,1200,1200,1,bluish-green,82.75,Typica,Natural / Dry
colombia,250,2012,7.5,7.58,7.42,7.67,7.5,7.58,10,10,10,7.5,82.75,0,0,0,bluish-green,0,1400,1850,1625,70,bluish-green,82.75,Caturra,Washed / Wet
colombia,100,2012,7.67,7.58,7.58,7.58,7.5,7.42,10,10,10,7.42,82.75,0.11,0,0,green,3,1600,1950,1775,70,green,82.75,Caturra,Washed / Wet
united states (hawaii),6,2012,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10,10,7.75,82.75,0.12,0,0,green,0,others,others,others,100,green,82.75,Hawaiian Kona,Washed / Wet
panama,300,2012,7.42,7.42,7.5,7.58,7.5,7.75,10,10,10,7.58,82.75,0,0,0,green,4,1100,1100,1100,2,green,82.75,Catuai,Washed / Wet
united states (hawaii),14,others,7.75,7.67,7.5,7.83,7.17,7.42,10,10,10,7.42,82.75,0,0,0,others,2,others,others,others,1,bluish-green,82.75,,Other
brazil,320,2017,7.5,7.58,7.25,7.75,7.58,7.5,10,10,10,7.5,82.67,0,0,0,green,4,890,890,890,60,green,82.67,Bourbon,Natural / Dry
brazil,320,2016,7.5,7.58,7.5,7.67,7.5,7.42,10,10,10,7.5,82.67,0.11,0,2,bluish-green,3,934,934,934,60,bluish-green,82.67,Bourbon,Natural / Dry
laos,60,2015,7.67,7.67,7.42,7.42,7.42,7.5,10,10,10,7.58,82.67,0.13,0,0,bluish-green,0,1300,1300,1300,50,bluish-green,82.67,Catimor,Washed / Wet
el salvador,275,2016,7.67,7.67,7.67,7.67,7.5,7.67,10,10,9.33,7.5,82.67,0,0,0,green,7,1200,1200,1200,69,green,82.67,Pacas,Washed / Wet
mexico,8,2016,7.5,7.67,7.42,7.75,7.42,7.17,10,10,10,7.75,82.67,0.11,0,2,green,3,1300,1300,1300,8,green,82.67,,Other
colombia,1,2015,7.75,7.5,7.33,7.58,7.33,7.75,10,10,10,7.42,82.67,0,1,0,green,9,others,others,others,2,green,82.67,,Washed / Wet
brazil,320,2015,7.58,7.5,7.42,7.67,7.5,7.5,10,10,10,7.5,82.67,0,0,0,green,0,1,1,1,2,green,82.67,Yellow Bourbon,Natural / Dry
brazil,300,2014,7.33,7.5,7.58,7.58,7.67,7.5,10,10,10,7.5,82.67,0.12,0,0,others,9,others,others,others,60,bluish-green,82.67,Catuai,Natural / Dry
"tanzania, united republic of",93,2014,7.5,7.5,7.5,7.5,7.5,7.58,10,10,10,7.58,82.67,0.12,0,0,green,0,1700,1700,1700,60,green,82.67,Other,Washed / Wet
"tanzania, united republic of",77,2014,7.58,7.5,7.5,7.58,7.33,7.58,10,10,10,7.58,82.67,0.12,0,0,green,4,1550,1550,1550,60,green,82.67,Bourbon,Washed / Wet
taiwan,10,2014,8,7.83,7.83,7.42,7.25,7.25,10,10,10,7.08,82.67,0.08,0,0,green,0,1200,1200,1200,60,green,82.67,Typica,Washed / Wet
mexico,11,2014,7.67,7.58,7.42,7.5,7.42,7.5,10,10,10,7.58,82.67,0.11,0,0,green,0,1296,1296,1296,1,green,82.67,Typica,Natural / Dry
uganda,1,2013,7.67,7.5,7.33,7.67,7.5,7.5,10,10,10,7.5,82.67,0.12,0,0,green,0,1400,1900,1650,60,green,82.67,SL14,Washed / Wet
taiwan,10,2013,7.67,7.5,7.5,7.5,7.5,7.5,10,10,10,7.5,82.67,0.11,0,0,green,0,1240,1240,1240,30,green,82.67,Typica,Washed / Wet
thailand,300,2013,7.42,7.5,7.5,7.67,7.58,7.5,10,10,10,7.5,82.67,0.11,0,0,bluish-green,0,1500,1500,1500,60,bluish-green,82.67,Caturra,Washed / Wet
colombia,250,2012,7.75,7.58,7.67,7.25,7.58,7.42,10,10,10,7.42,82.67,0.11,0,0,bluish-green,3,1800,1800,1800,70,bluish-green,82.67,Caturra,Washed / Wet
el salvador,288,2012,7.92,8,7.5,6.75,7.92,7.58,10,10,9.33,7.67,82.67,0,0,0,others,17,others,others,others,1,bluish-green,82.67,Other,Washed / Wet
guatemala,275,2012,7.67,7.67,7.17,7.67,7.5,7.5,10,10,10,7.5,82.67,0.11,0,0,green,0,1500,1500,1500,69,green,82.67,Caturra,Washed / Wet
thailand,2,2012,7.83,7.33,7.83,7.33,7.58,7.83,10,10,9.33,7.58,82.67,0.12,0,0,bluish-green,0,others,others,others,1,bluish-green,82.67,Other,Washed / Wet
mexico,36,2012,7.58,7.58,7.42,7.58,7.42,7.5,10,10,10,7.58,82.67,0.11,0,0,others,2,1100,1100,1100,1,bluish-green,82.67,Other,Washed / Wet
mexico,23,2012,7.5,7.58,7.58,7.58,7.42,7.42,10,10,10,7.58,82.67,0.12,0,0,others,0,950,950,950,1,bluish-green,82.67,Typica,Washed / Wet
colombia,1,2011,7.33,7.58,7.42,7.42,7.67,7.67,10,10,10,7.58,82.67,0.11,0,0,green,0,1800,5900,3850,1,green,82.67,,Other
united states (hawaii),37,others,7.83,7.67,7.5,7.67,7.5,7.58,10,10,9.33,7.58,82.67,0.03,2,0,others,0,others,others,others,100,bluish-green,82.67,,Other
mexico,1,2010,7.75,7.58,7.25,7.75,7.67,7.58,10,10,10,7.08,82.67,0,0,0,others,1,1400,1400,1400,1,bluish-green,82.67,Blue Mountain,Other
colombia,250,2018,8.08,7.67,7.67,7.33,7.33,7.17,10,10,10,7.42,82.67,0.08,0,0,others,3,1800,1800,1800,70,bluish-green,82.67,,Other
colombia,270,2009,7.5,7.42,7.33,7.33,7.67,7.83,10,10,10,7.58,82.67,0.21,0,0,others,2,others,others,others,70,bluish-green,82.67,,Other
guatemala,25,2017,7.5,7.42,7.42,7.75,7.5,7.5,10,10,10,7.5,82.58,0.1,0,1,green,2,1219.2,1219.2,1219.2,69,green,82.58,Bourbon,Washed / Wet
